rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days Other,Total Days Total,Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges Title Other,Total Discharges Total,SNF Average Length of Stay Title V,SNF Average Length of Stay Title XVIII,SNF Average Length of Stay Title XIX,SNF Average Length of Stay Total,SNF Admissions Title V,SNF Admissions Title XVIII,SNF Admissions Title XIX,SNF Admissions Other,SNF Admissions Total,SNF Days Title V,SNF Days Title XVIII,SNF Days Title XIX,SNF Days Other,SNF Days Total,SNF Number of Beds,SNF Bed Days Available,SNF Discharges Title V,SNF Discharges Title XVIII,SNF Discharges Title XIX,SNF Discharges Title Other,SNF Discharges Total,NF Number of Beds,NF Bed Days Available,NF Days Title V,NF Days Title XIX,NF Days Other,NF Days Total,NF Discharges Title V,NF Discharges Title XIX,NF Discharges Title Other,NF Discharges Total,NF Average Length of Stay Title V,NF Average Length of Stay Title XIX,NF Average Length of Stay Total,NF Admissions Title V,NF Admissions Title XIX,NF Admissions Other,NF Admissions Total,Total RUG Days,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Total Charges,Total Costs,Wage-related Costs (core),Total Salaries (adjusted),Contract Labor,Cash on hand and in banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for uncollectible notes and accounts receivable,Inventory,Prepaid expenses,Other current assets,Total Current Assets,Land,Land improvements,Buildings,Leasehold improvements,Fixed equipment,Major movable equipment,Minor equipment depreciable,Total fixed Assets,Investments,Other Assets,Total other Assets,Total Assets,Accounts payable,"Salaries, wages, and fees payable",Payroll taxes payable,Notes and Loans Payable (short term),Deferred income,Other current liabilities,Total current liabilities,Mortgage payable,Notes Payable,Unsecured Loans,Other long term liabilities,Total long term liabilities,Total liabilities,General fund balance,Total fund balances,Total Liabilities and fund balances,Total General Inpatient Care Services Revenue,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from service to patients,Total Other Income,Total Income,Net Income,Inpatient PPS Amount,Nursing and Allied Health Education Activities,Allowable Bad Debts
1398685,345442,FORREST OAKES HEALTHCARE CENTER,620 HEATHWOOD DRIVE,ALBEMARLE,NC,28001,STANLY,16740,U,2023-01-01,2023-12-31,6,,2188,14302,4272,20762,60,21900,,33,50,100,183,,66.3,286.04,113.45,,33,51,95,179,,2188,14302,4272,20762,60,21900,,33,50,100,183,,,,,,,,,,,,,,,,,,,2567947,3506107,2196142,675009,288004,2567947,,190996,,,724650,,,33226,,60892210,,,6820644,478390,,398567,,4929739,,,13100,65835049,47909,145759,7386,,,1194292,59462898,,,,4589233,4589233,64052131,1782918,1782918,65835049,6676943,8873085,,8873085,1578972,7294113,6074054,1220059,1207,1221266,1221266,1233050,,89317
1398745,345463,LCC OF HENDERSONVILLE,400 THOMPSON STREET,HENDERSONVILLE,NC,28792,HENDERSON,11700,U,2023-07-01,2024-06-30,6,,2772,7787,11364,21923,80,29280,,115,34,208,357,,24.1,229.03,61.41,,142,27,194,363,,2772,7787,11364,21923,80,29280,,115,34,208,357,,,,,,,,,,,,,,,,,,,5022285,4010466,4294200,1541827,763324,5022285,204132,409489,,,808769,90642,,10808,,1110548,,,,,,,,,,6437420,6449273,7559821,239348,221998,54608,220299,,3790,740043,,6213992,,191258,6447278,7187321,372500,372500,7559821,6956842,11253826,,11253826,2861425,8392401,9032751,-640350,7031,-633319,-633319,1709746,,16407
1399126,345277,WOODLAND HILL,400 VISION DRIVE,ASHEBRORO,NC,27203,RANDOLPH,24660,U,2023-01-01,2023-07-31,4,,774,15515,3985,20274,100,21200,,18,43,93,154,,43,360.81,131.65,,28,16,113,157,,774,15515,3985,20274,100,21200,,18,43,93,154,,,,,,,,,,,,,,,,,,,1641505,4978572,983130,667570,235510,1641505,2027364,4660,,,1620262,458643,32705,-29829,-10529,1135227,,11650,5322386,78300,30185,127890,,3393790,,,2619865,7148882,620759,,,,,479622,1100381,3587200,,,,5746276,6846657,302225,302225,7148882,5651832,6635474,,6635474,-276285,6911759,6620077,291682,10543,302225,302225,474139,,61068
1399223,345261,ALLEGHANY CENTER,179 COMBS STREET,SPARTA,NC,28675,ALLEGHANY,99934,R,2023-01-01,2023-06-30,4,,517,9951,1461,11929,90,16290,,7,36,36,79,,73.86,276.42,151,,15,16,31,62,,517,9951,1461,11929,90,16290,,7,36,36,79,,,,,,,,,,,,,,,,,,,617268,4586116,334668,268102,87926,617268,2817265,10356,,,1067524,199360,,-13409,-160456,659725,,,,,,,,,,,-2418518,-1758793,583884,,,,,579025,1162909,,,,,-1292637,-129728,-1629065,-1629065,-1758793,2496062,2830758,,2830758,-741095,3571853,5203384,-1631531,2466,-1629065,-1629065,278732,,38379
1399278,345350,COURTLAND TERRACE,2300 ABERDEEN BLVD,GASTONIA,NC,28054,GASTON,16740,U,2023-07-01,2024-06-30,2,,4831,9114,3256,17201,96,35136,,200,4,478,682,,24.16,2278.5,23.81,,495,1,67,563,,4831,9114,1628,15573,77,28182,,200,4,450,654,,,,,,,,,,,,,,,,,,,6636260,4597455,9355707,2591735,1148493,6636260,269021,6753,,,1713947,550813,10866,,,1195383,,277794,10681882,,291813,3275322,-94625,3982241,,15531,15531,5193155,112954,291640,,,,,404594,,,,,,404594,3761985,3761985,4166579,19401952,19401952,,19401952,8505520,10896432,11233715,-337283,4424,-332859,-454844,2916464,,
1399592,345258,THS OF KANNAPOLIS,1810 CONCORD LAKE ROAD,KANNAPOLIS,NC,28083,CABARRUS,16740,U,2023-01-01,2023-12-31,6,,1882,22788,6056,30726,107,39055,,45,103,143,291,,41.82,221.24,105.59,,51,102,135,288,,1882,22788,6056,30726,107,39055,,45,103,143,291,,,,,,,,,,,,,,,,,,,4052119,5369739,1991567,823555,489695,4052119,,892,,,841666,,,51726,,108069365,,,12549551,495646,,518032,,10812000,,,,118881365,24759,210258,-12601,,,3005962,103047742,,,,13149476,13149476,116197218,2684147,2684147,118881365,10875538,12867105,,12867105,2708913,10158192,9421858,736334,53102,789436,789436,1127503,,89764
1399593,345436,WELLINGTON REHAB & HEALTHCARE,1000 TANDALL PLACE,KNIGHTDALE,NC,27545,WAKE,39580,U,2023-01-01,2023-12-31,6,,1939,18593,5626,26158,80,29200,,56,56,197,309,,34.63,332.02,84.65,,55,55,192,302,,1939,18593,5626,26158,80,29200,,56,56,197,309,,,,,,,,,,,,,,,,,,,3834430,5094067,1854102,766888,453115,3834430,,-4880,,,901544,,,48774,,75562360,,,12911356,604965,,634418,,10505616,,2684,11788,86079764,42309,201514,-3720,,,2553347,77315705,1,,,12279635,12279636,89595341,-3515577,-3515577,86079764,8425890,10279992,,10279992,1589367,8690625,8928497,-237872,28025,-209847,-209847,1209613,,84183
1399594,345477,THE OAKS AT SWEETEN CREEK,3864 SWEETEN CREEK ROAD,ARDEN,NC,28704,BUNCOMBE,11700,U,2023-01-01,2023-12-31,6,,2252,23726,4675,30653,100,36500,,30,73,102,205,,75.07,325.01,149.53,,28,80,97,205,,2252,23726,4675,30653,100,36500,,30,73,102,205,,,,,,,,,,,,,,,,,,,3258515,5954210,2285445,693981,389892,3258515,,-75,,,1170633,,,39279,,92314026,,,16288392,439856,,397397,,12725948,,1206,9338,105049312,271238,229401,-6637,,,2931117,86648274,,,,14635292,14635292,101283566,3765746,3765746,105049312,8963451,11248896,,11248896,1175907,10072989,9212725,860264,23267,883531,883531,1218577,,192306
1399819,345061,PRUITTHEALTH - DURHAM  LLC,3100 ERWIN ROAD,DURHAM,NC,27704,DURHAM,20500,U,2023-07-01,2024-06-30,6,,1890,19174,13459,34523,125,45750,,45,51,207,303,,42,375.96,113.94,,54,6,159,219,,1890,19174,13459,34523,125,45750,,45,51,207,303,,,,,,,,,,,,,,,,,,,5426832,7396698,2097893,1714579,562699,5426832,,21760,,,1967694,870189,,8731,,-21545132,,44671,,8450062,520226,1962475,,1649981,,26797,26797,-19868354,279311,510220,25955,,,10721,826207,,,,,,826207,-20694561,-20694561,-19868354,11158917,13256810,,13256810,723680,12533130,12823530,-290400,66189,-224211,-224211,1164806,,118623
1399820,345403,CARY HEALTH & REHAB. CENTER,6590 TRYON ROAD,CARY,NC,27518,WAKE,39580,U,2023-01-01,2023-12-31,6,,2888,23822,5892,32602,120,43800,,73,87,162,322,,39.56,273.82,101.25,,75,92,155,322,,2888,23822,5892,32602,120,43800,,73,87,162,322,,,,,,,,,,,,,,,,,,,4408663,6501883,2080745,887962,478985,4408663,,-28488,,,1238425,,,59482,,105579858,,,17066776,2150363,,734145,,15410958,,,,120990816,33284,244141,-27650,,,3260538,112691715,,,,14739333,14739333,127431048,-6440232,-6440232,120990816,11777476,13858221,,13858221,3033495,10824726,10910546,-85820,16254,-69566,-69566,1676534,,188731
1399821,345551,PRUITTHEALTH - CAROLINA POINT  LLC,5935 MOUNT SINAI ROAD,DURHAM,NC,27705,DURHAM,20500,U,2023-07-01,2024-06-30,6,,1005,22521,9710,33236,142,51972,,33,72,177,282,,30.45,312.79,117.86,,32,10,131,173,,1005,22521,9710,33236,140,51240,,33,72,177,282,,,,,,,,,,,,,,,,,,,5462573,7195988,1957146,2032017,566829,5462573,,93197,,,2635949,1251668,,19420,,-17664809,,30437,,394051,547654,1214628,,506611,,25562,25562,-17132636,262356,487411,34433,4852,,32073,821125,,,,,,821125,-17953761,-17953761,-17132636,10362787,12319933,,12319933,602429,11717504,12658561,-941057,92406,-848651,-848651,612981,,39519
1399938,345192,NORTH CAROLINA SPECIAL CARE CENTER,4761 WARD BOULEVARD,WILSON,NC,27893,WILSON,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400072,345289,CURRITUCK HEALTH & REHAB CENTER LLC,3907 CARATOKE HIGHWAY,BARCO,NC,27917-9500,CURRITUCK,47260,U,2023-01-01,2023-12-31,4,,3841,17094,5954,26889,100,36500,,134,85,149,368,,28.66,201.11,73.07,,182,27,157,366,,3841,17094,5954,26889,100,36500,,134,85,149,368,,,,,,,,,,,,,,,,,,,4041267,4418508,2217391,1047565,611080,4041267,608821,11841,,,1438124,339731,,17672,,1127906,,,,112064,,168890,,179212,,150,4399225,5706343,309265,184389,32268,,,-1544,524378,,,,,,524378,5181965,5181965,5706343,7147413,9431395,,9431395,-490044,9921439,8459775,1461664,52,1461716,1461716,2404884,,100479
1400638,345155,ALPINE HEALTH & REHABILITATION,230 E PRESNELL ST,ASHEBORO,NC,27203,RANDOLPH,24660,U,2022-10-01,2023-09-30,4,,2488,38339,4623,45450,238,86870,,47,91,109,247,,52.94,421.31,184.01,,86,89,106,281,,2488,38339,4623,45450,238,86870,,47,91,109,247,,,,,,,,,,,,,,,,,,,5936926,7458908,1792173,1440742,892614,5936926,,1010825,,,722706,495879,,218006,136420,2565414,,,,,,656320,,563811,,,,3129225,467895,19153,,,355100,315347,1157495,,,,,,1157495,1971730,1971730,3129225,36445764,38244950,,38244950,23017807,15227143,13395834,1831309,-56482,1774827,1774827,1501918,,108850
1400833,345323,WALLACE REHAB & HEALTHCARE CENTER,647 S. RAILROAD ST.,WALLACE,NC,28466,DUPLIN,99934,R,2022-10-01,2023-09-30,4,,3697,18368,5045,27110,80,29200,,59,77,39,175,,62.66,238.55,154.91,,157,47,22,226,,3697,18368,5045,27110,80,29200,,59,77,39,175,,,,,,,,,,,,,,,,,,,2863492,5075673,1112185,1045849,460582,2863492,743831,1113019,,,1481931,158224,,35686,8590,2575843,,1800,,30847,,40187,,76043,,70945,70945,2722831,177470,118376,6039,,,121667,458026,,,,,,458026,2264805,2264805,2722831,9514425,10626610,,10626610,567066,10059544,7939165,2120379,197,2120576,2120574,2149913,,439040
1400834,345541,OLDE KNOX COMMONS,13825 HUNTON LANE,HUNTERSVILLE,NC,28078,MECKLENBURG,16740,U,2022-10-01,2022-11-30,4,,825,2713,2123,5661,114,6954,,10,8,9,27,,82.5,339.13,209.67,,13,1,9,23,,825,2713,2123,5661,114,6954,,10,8,9,27,,,,,,,,,,,,,,,,,,,638439,1670620,1374362,547570,171510,638439,,1726298,,,2017921,,,18633,,3762852,,,56550,,,556870,,243064,,,,4005916,675395,326612,26090,,,11950,1040047,,9786,,,9786,1049833,2956083,2956083,4005916,1954122,2320571,,2320571,,2320571,2309059,11512,573,12085,11532,477550,,54823
1401022,345170,CRYSTAL BLUFFS HEALTH & REHAB,4010 BRIDGES STREET EXT,MOREHEAD CITY,NC,28557,CARTERET,99934,R,2022-10-01,2023-09-30,4,,7049,16715,8411,32175,92,33580,,224,30,119,373,,31.47,557.17,86.26,,293,13,102,408,,7049,16715,8411,32175,92,33580,,224,30,119,373,,,,,,,,,,,,,,,,,,,4265824,7356733,2565643,1769683,888833,4265824,1488632,1730950,,,647056,,,99977,,3162311,,,,68117,,314868,,34941,,7300,7300,3204552,355590,334686,90067,,7495,-597985,189853,,39208,,,39208,229061,2975491,2975491,3204552,12328051,14853132,,14853132,2304237,12548895,11622557,926338,424522,1350860,1350860,3973383,,44980
1401222,345508,REX NURSING CENTER OF APEX,911 SOUTH HUGHES STREET,APEX,NC,27502-7731,WAKE,39580,U,2023-07-01,2024-06-30,2,,6518,,26252,32770,107,39162,,269,,318,587,,24.23,,55.83,,238,,284,522,,6518,,26252,32770,107,39162,,269,,318,587,,,,,,,,,,,,,,,,,,,8372242,6214325,2784760,3193994,1987414,8372242,,42440000,,,161975000,,32140000,21957000,85858000,367567000,28921000,47458000,732164000,32874000,44792000,322971000,,640868000,743104000,115475000,858579000,1867014000,72139000,85612000,,9876000,,32767000,200394000,407813000,,,187770000,595583000,795977000,1071037000,1071037000,1867014000,11614078,14398838,,14398838,1187378,13211460,14586567,-1375107,148505,-1226602,-1226602,3899113,,15122
1401225,345558,NC STATE VETERANS NSG HM BLACK MOUNT,62 LAKE EDEN ROAD,BLACK MOUNTAIN,NC,28711,BUNCOMBE,11700,U,2023-07-01,2024-06-30,10,,1150,13123,10428,24701,100,36600,,10,9,19,38,,115,1458.11,650.03,,6,7,25,38,,1150,13123,10428,24701,100,36600,,10,9,19,38,,,,,,,,,,,,,,,,,,,6733780,16435962,1332423,1227918,883820,6733780,383115,31941,,,2562742,,,17966,26752,2639401,,,8566254,,1386666,,,6974362,,,,9613763,342861,770950,,,,,1113811,,,,,,1113811,8499952,8499952,9613763,6590571,7922994,,7922994,-1827318,9750312,23169742,-13419430,738,-13418692,-2319376,468140,,16338
1401226,345560,NC STATE VETERANS NSG HM KINSTON,HULL ROAD,KINSTON,NC,28504,LENOIR,99934,R,2023-07-01,2024-06-30,10,,2155,11192,18675,32022,100,36600,,31,5,77,113,,69.52,2238.4,283.38,,8,34,56,98,,2155,11192,18675,32022,100,36600,,31,5,77,113,,,,,,,,,,,,,,,,,,,7866565,18401935,1822245,1989132,1038727,7866565,372899,15011,,,2640221,,,17791,,2673023,,,7644761,,,2698667,,6874655,,8600,8600,9556278,555640,658948,,,,,1214588,,,,,,1214588,8341690,8341690,9556278,8558461,10380706,,10380706,-1281563,11662269,26268500,-14606231,1961,-14604270,-2405514,1184682,,3300
1401297,345175,SMITHFIELD MANOR  INC,902 BERKSHIRE ROAD,SMITHFIELD,NC,27577,JOHNSTON,39580,U,2022-10-01,2023-09-30,4,,6326,29555,8893,44774,180,65700,,159,108,101,368,,39.79,273.66,121.67,,285,64,27,376,,6326,29555,8893,44774,160,58400,,159,108,101,368,,,,,,,,,,,,,,,,,,,6686811,7295583,2848757,2206300,1187457,6686811,1996159,1793915,,,1687267,,67206,764816,,4319453,,,,569305,,1001887,,409941,,162953,162953,4892347,117923,517553,68017,,,,720106,,,,,,720106,4172241,4172241,4892347,9953659,12802416,,12802416,-1986591,14789007,13982394,806613,2285859,3092472,3092472,3583295,,118793
1401298,345288,COMPASS HEALTHCARE AND REHAB ROWAN,1404 SOUTH SALISBURY AVENUE,SPENCER,NC,28159,ROWAN,16740,U,2022-10-01,2023-09-30,4,,2063,17386,4408,23857,70,25550,,21,52,45,118,,98.24,334.35,202.18,,50,23,50,123,,2063,17386,4408,23857,70,25550,,21,52,45,118,,,,,,,,,,,,,,,,,,,3575441,5754460,1624772,908568,316949,3575441,,650597,,,863246,80128,,72805,288535,1885754,,,,132239,,48605,,156636,,,,2042390,244796,234803,,,,15313,494912,,,,,,494912,1547478,1547478,2042390,5435433,9117203,,9117203,-1035836,10153039,9329901,823138,-27841,795297,795297,1336495,,139537
1401299,345349,WOODBURY WELLNESS CENTER,2778 COUNTRY CLUB DRIVE,HAMPSTEAD,NC,28443,PENDER,48900,U,2022-10-01,2023-09-30,4,,5387,24871,28375,58633,212,77380,,198,48,230,476,,27.21,518.15,89.33,,262,13,155,430,,5387,24871,7888,38146,112,40880,,198,48,181,427,,,,,,,,,,,,,,,,,,,6035508,8760548,3606499,1438349,881566,6035508,,1795537,,,1665884,,,324493,,3787587,,118759,,850028,,470342,,1082541,,378732,378732,5248860,406298,326922,,,,2865,736085,,,,,,736085,4512775,4512775,5248860,12398033,16006578,,16006578,-1075547,17082125,14796056,2286069,280305,2566374,2566374,3103738,,35257
1401300,345390,COMPASS H&R GUILFORD DBA COUNTRYSIDE,7700 HWY 158,STOKESDALE,NC,27357,GUILFORD,24660,U,2022-10-01,2023-09-30,4,,1862,9499,13982,25343,76,27740,,37,19,78,134,,50.32,499.95,162.35,,54,19,64,137,,1862,9499,8770,20131,60,21900,,37,19,68,124,,,,,,,,,,,,,,,,,,,3646533,4246930,1130675,990430,491447,3646533,232542,1281900,,,506876,36566,,59428,,1811638,,,,64313,,42859,,78696,,27349,27349,1917683,174596,270918,,,,-37300,408214,,,,,,408214,1509469,1509469,1917683,6209044,7377708,,7377708,-535150,7912858,7893463,19395,386270,405665,405665,1031556,,37190
1401301,345501,CROASDAILE VILLAGE,2600 CROASDAILE FARM PARKWAY,DURHAM,NC,27705,DURHAM,20500,U,2022-10-01,2023-09-30,1,,5100,4522,40210,49832,166,60590,,127,7,256,390,,40.16,646,85.09,,156,8,194,358,,5100,4522,20841,30463,104,37960,,127,7,224,358,,,,,,,,,,,,,,,,,,,15137943,36794027,3780567,2417028,2145417,15137943,1689999,6210481,,,5662387,183982,231303,1527604,,24379995,6717324,25301200,292101500,,,24807955,,222458448,107282907,11911956,119448008,366286451,4450242,2187039,70462,,95310583,1870938,103889264,,150680275,,,150680275,254569539,111716912,111716912,366286451,20042818,47453041,,47453041,2977568,44475473,51931970,-7456497,10404985,2948488,2948488,3064322,,36084
1401497,345411,SKYLAND TERRACE & REHABILITATION,516 WALL ST,WAYNESVILLE,NC,28786,HAYWOOD,11700,U,2022-10-01,2023-09-30,4,,3129,17808,2637,23574,90,32850,,64,8,23,95,,48.89,2226,248.15,,50,9,54,113,,3129,17808,2637,23574,90,32850,,64,8,23,95,,,,,,,,,,,,,,,,,,,3728625,5952359,1695529,1630900,462143,3728625,,87739,,,821416,,40921,3026,,953102,,,,,,,,49543,,2111715,2111715,3114360,579997,222801,19289,,,8400,857653,,,,2081197,2585826,3443479,-329119,-329119,3114360,8140896,8750101,,8750101,,8750101,9680984,-930883,602232,-328651,-329119,1683329,,127650
1401786,345124,PRUITTHEALTH - ELKIN  LLC,560 JOHNSON RIDGE CENTER,ELKIN,NC,28621,SURRY,99934,R,2023-07-01,2024-06-30,6,,3083,18906,11277,33266,100,36600,,105,73,341,519,,29.36,258.99,64.1,,97,4,306,407,,3083,18906,11277,33266,100,36600,,105,73,341,519,,,,,,,,,,,,,,,,,,,5435196,7137217,2714920,2149559,639294,5435196,,20841,,,1776435,721707,,7657,,2318603,,21089,,1495445,319863,582422,,819981,,8600,8600,3147184,291759,542278,10027,,,-441,843623,,,,,,843623,2303561,2303561,3147184,10967747,13682667,,13682667,915294,12767373,12572413,194960,67967,262927,262927,1744711,,76893
1401787,345371,PRUITTHEALTH - TRENT  LLC,836 HOSPITAL DRIVE,NEW BERN,NC,28560,CRAVEN,35100,U,2023-07-01,2024-06-30,6,,994,28106,10238,39338,116,42456,,28,54,117,199,,35.5,520.48,197.68,,33,16,80,129,,994,28106,10238,39338,116,42456,,28,54,117,199,,,,,,,,,,,,,,,,,,,5510696,5778953,1040813,1104708,684559,5510696,,34422,,,1123095,141919,,9568,,-10857308,,,,1684855,373473,1193954,,603382,,8600,8600,-10245326,208808,545186,32125,,,10921,797040,,,,,,797040,-11042366,-11042366,-10245326,13317191,14358004,,14358004,1848390,12509614,11289649,1219965,14133,1234098,1234098,530162,,67464
1401788,345384,PRUITTHEALTH - FARMVILLE  LLC,ROUTE 1 BOX 96,FARMVILLE,NC,27828,PITT,24780,U,2023-07-01,2024-06-30,6,,1023,13172,4404,18599,56,20496,,27,40,82,149,,37.89,329.3,124.83,,25,9,58,92,,1023,13172,4404,18599,56,20496,,27,40,82,149,,,,,,,,,,,,,,,,,,,2636863,3275040,1059365,884992,307634,2636863,,28480,,,633575,171632,,5928,,196972,,4814,,171735,140310,567106,,508921,,13883,13883,719776,215862,233178,13114,,,3696,465850,,,,,,465850,253926,253926,719776,5576223,6635588,,6635588,319633,6315955,5911903,404052,64746,468798,468798,573871,,114621
1401843,345515,PRUITTHEALTH - TOWN CENTER  LLC,6300 ROBERTA ROAD,HARRISBURG,NC,28075,CABARRUS,16740,U,2023-07-01,2024-06-30,6,,3754,12215,8678,24647,70,25620,,116,24,296,436,,32.36,508.96,56.53,,110,,279,389,,3754,12215,8678,24647,70,25620,,116,24,296,436,,,,,,,,,,,,,,,,,,,3864279,5409811,2643407,1859179,446445,3864279,,5304,,,1386027,430032,,6998,,5427749,,106086,,361210,241148,800760,,407645,,18114,18114,5853508,134849,389212,17903,,,8983,550947,,,,,,550947,5302561,5302561,5853508,8091748,10735155,,10735155,652064,10083091,9274090,809001,16148,825149,825149,2194059,,59855
1401992,345357,PRUITTHEALTH - NEUSE  LLC,1303 HEALTH DRIVE,NEW BERN,NC,28560,CRAVEN,35100,U,2023-07-01,2024-06-30,6,,3504,22480,5586,31570,110,40260,,95,86,155,336,,36.88,261.4,93.96,,133,9,125,267,,3504,22480,5586,31570,110,40260,,95,86,155,336,,,,,,,,,,,,,,,,,,,4947853,6340925,1444925,1458798,515310,4947853,,16276,,-171,1446232,548771,,9258,,3311629,,7281,,794005,375065,713544,,475349,,8600,8600,3795578,256574,439867,28823,,,47578,772842,,,,,,772842,3022736,3022736,3795578,10875036,12319961,,12319961,1196752,11123209,11288778,-165569,-2385,-167954,-167954,1837934,,114124
1401993,345388,HUNTER WOODS NURSING & REHAB. CTR,620 TOM HUNTER ROAD,CHARLOTTE,NC,28213,MECKLENBURG,16740,U,2023-01-01,2023-12-31,6,,829,31512,3363,35704,120,43800,,16,105,116,237,,51.81,300.11,150.65,,17,102,120,239,,829,31512,3363,35704,120,43800,,16,105,116,237,,,,,,,,,,,,,,,,,,,4333660,5512224,1641636,647756,488276,4333660,,-17510,,,979279,,,61128,,94524526,,,6242524,634323,,642397,,4892416,,,11583,99428525,-3085,260220,-9449,,,2034989,90521334,,,,5903155,5903155,96424489,3004036,3004036,99428525,11346547,12988183,,12988183,2257018,10731165,9845884,885281,56217,941498,941498,410155,,63409
1402056,345267,BLADEN EAST HEALTH AND REHAB  LLC,804 S. POPLAR STREET,ELIZABETHOWN,NC,28337,BLADEN,99934,R,2022-10-01,2023-09-30,4,,1259,20894,11488,33641,120,43800,,7,33,49,89,,179.86,633.15,331.75,,26,43,33,102,,1259,20894,3060,25213,90,32850,,7,33,36,76,,,,,,,,,,,,,,,,,,,3136171,4609789,480168,568778,540175,3136171,,40171,,,422130,26000,,-24693,,1666783,,,,,158179,,,145187,,10676,10676,1822646,605078,200346,,,,-36249,769175,,58984,,,58984,828159,994487,994487,1822646,7952136,8432304,,8432304,280118,8152186,7745960,406226,26656,432882,432882,663491,,153163
1402524,345462,THE OAKS - BREVARD,ROUTE 3 MORRIS RD,BREVARD,NC,28712-1156,LIBERTY,99934,R,2023-07-01,2024-06-30,6,,1416,19201,6561,27178,130,47580,,41,46,109,196,,34.54,417.41,133.65,,59,5,90,154,,1416,19201,5311,25928,120,43920,,41,46,107,194,,,,,,,,,,,,,,,,,,,4000257,4211688,1111687,918850,415453,4000257,,37036,,,447443,110817,,9679,,-1108217,,25984,28496,1086076,320733,1075342,,503846,,22769,22769,-581602,191929,395049,20352,,,-1080,606250,,,,,,606250,-1187852,-1187852,-581602,9429844,10541531,,10541531,1404056,9137475,8211945,925530,162714,1088244,1088244,810235,,15674
1402582,345298,THE LAURELS OF PENDER,311 S CAMPBELL STREET,BURGAW,NC,28425,PENDER,48900,U,2022-10-01,2023-09-30,4,,4536,22060,5621,32217,98,35770,,99,33,165,297,,45.82,668.48,108.47,,110,4,146,260,,4536,22060,5621,32217,98,35770,,99,33,165,297,,,,,,,,,,,,,,,,,,,4791742,4879253,2199275,1014711,1050555,4791742,51237,-112821,,,1311046,333644,,53955,,876611,,,,250105,454291,,,232323,,101877,116038,1224972,564364,134821,,148723,,,-4861153,,,,,,-4861153,6086125,6086125,1224972,10297870,12819777,,12819777,2143650,10676127,9670995,1005132,671841,1676973,1676973,2571888,,167811
1402583,345303,THE LAURELS OF GREENTREE RIDGE,70 SWEETEN CREEK ROAD,ASHEVILLE,NC,28803,BUNCOMBE,11700,U,2022-10-01,2023-09-30,4,,3632,16418,9387,29437,100,36500,,85,46,223,354,,42.73,356.91,81.32,,94,15,231,340,,3632,16418,8657,28707,98,35770,,85,46,222,353,,,,,,,,,,,,,,,,,,,4928933,6700966,2861460,1407159,1136409,4928933,45733,15136,,,1725003,105861,,25658,-84599,1511797,,,,1433701,413176,,,776225,,2891,2891,2290913,594230,209218,12927,,,,-3743682,,,,676079,676079,-3067603,5358516,5358516,2290913,10568479,13429939,,13429939,2709619,10720320,11629899,-909579,731635,-177944,-177944,1970653,,161262
1402584,345421,THE LAURELS OF CHATHAM,72 CHATHAM BUSINESS PARK DRIVE,PITTSBORO,NC,27312,CHATHAM,20500,U,2022-10-01,2023-09-30,4,,3665,32077,10592,46334,140,51100,,90,118,139,347,,40.72,271.84,133.53,,98,16,148,262,,3665,32077,10592,46334,140,51100,,90,118,139,347,,,,,,,,,,,,,,,,,,,7388070,8405447,2366482,1287446,1679997,7388070,36000,97737,,,3694691,464262,,9134,-32759,3266168,,,,692339,443385,,,548281,,,,3814449,726388,154971,224330,,,,-5279903,,,,159801,159801,-5120102,8934551,8934551,3814449,15125475,17989241,,17989241,2176325,15812916,15793517,19399,769349,788748,788748,2171091,,80592
1402585,345428,THE LAURELS OF SALISBURY,215 LASH DRIVE,SALISBURY,NC,28147,ROWAN,16740,U,2022-10-01,2023-09-30,4,,3312,13267,9597,26176,80,29200,,88,49,215,352,,37.64,270.76,69.56,,88,1,171,260,,3312,13267,4079,20658,60,21900,,88,49,160,297,,,,,,,,,,,,,,,,,,,4113866,4691541,2214361,1133929,878987,4113866,47733,767801,,,1470567,102427,,2804,-58468,1966162,,,,194357,165114,,,143744,,,,2109906,287469,174032,25583,,,,-3931479,,,,46114,46114,-3885365,5995271,5995271,2109906,8706247,10945911,,10945911,2148532,8797379,8805407,-8028,564728,556700,556700,1930748,,120823
